assessment_id,Longitude,Latitude
88108282,-86.799444,32.575278
88108282,-93.5592,31.56021
88108282,-94.045529,32.977379
88108282,-94.024905,32.974295
88108282,-93.3051,33.6667
88108282,-85.90334,31.78611
88108282,-94.793785,33.561365
88108282,-86.54,30.57
88108282,-92.3756,32.82935
88108282,-94.026277,32.9736
88108282,-87.6,33
88108282,-94.018,32.991
88108282,-87.3,32.65
88108282,-85.893056,31.79
88108282,-85.942,31.79873
88108282,-94.164427,33.11342
88108282,-94.151331,31.469135
88108282,-93.0861,31.73498
88108282,-93.1762,34.05332
88108282,-86.6445,32.53638
88108282,-86.54611,32.52389
88108282,-86.55,30.57
88108282,-87.42834,33.11555
88108282,-85.24,31.51698
88108282,-84.5532,32.04655
88108282,-86.7925,32.6875
88108282,-84.7523,31.76265
88108282,-84.9926,31.61983
88108282,-92.8784,33.59116
88108282,-86.5942,30.66586
88108282,-88.05806,32.58667
88108282,-93.3051,33.6667
88108282,-85.1979,30.3888
88108282,-88.2001,32.59748
88108282,-86.54,30.56
88108282,-93.8824,32.57719
88108282,-94.794448,33.562112
88108282,-84.8686,30.25985
88108282,-85.0093,31.86149
88108282,-84.8349,32.07322
88108282,-87.3022,31.99037
88108282,-92.8784,33.59116
88108282,-92.544091,32.924457
88108282,-93.3051,33.6667
88108282,-92.6413,31.94119
88108282,-86.77167,32.64667
88108282,-87.47111,32.97361
88108282,-92.561126,32.967159
88108282,-93.6658,33.72861
88108282,-93.9909,34.08307
88108282,-93.6658,33.72861
88108282,-84.5296,32.35954
88108282,-85.30361,31.00444
88108282,-92.5981,33.16822
88108282,-92.9898,32.82704
88108282,-87.0143,30.70363
88108282,-92.56096,32.96859
88108282,-86.1766,30.63121
88108282,-93.02028,33.70222
88108282,-94.052629,33.034044
88108282,-84.9067,31.32419
88108282,-93.6658,33.72861
88108282,-86.7266,32.85405
88108282,-85.90334,31.78611
88108282,-93.3398,32.73215
88108282,-85.942,31.79873
88108282,-84.788,32.34745
88108282,-85.942,31.79873
88108282,-87.6231,32.7528
88108282,-88.05695,32.59222
88108282,-93.6658,33.72861
88108282,-85.2964,31.15819
88108282,-87.46667,32.96667
88108282,-93.618,32.6962
88108282,-88.0969,33.29681
88108282,-93.3051,33.6667
88108282,-87.49028,33.04722
88108282,-87.5229,33.2902
88108282,-93.6658,33.72861
88108282,-85.2964,31.15819
88108282,-92.3756,32.82935
88108282,-93.86993,33.68678
88108282,-92.56046,32.981713
88108282,-86.85361,32.60861
88108282,-93.463277,32.874524
88108282,-94.034411,33.011542
88108282,-94.035871,31.025251
88108282,-87.466,32.966
88108282,-93.6658,33.72861
88108282,-93.9015,33.3055
88108282,-86.6445,32.53638
