assessment_id,Longitude,Latitude
2840625,-116.79318,33.13506
2840625,-117.11889,33.06261
2840625,-117.0859,33.3856
2840625,-116.80319,33.36666
2840625,-116.68216,32.9845
2840625,-116.9755,33.0995
2840625,-117.57139,33.49111
2840625,-117.0767,33.3653
2840625,-116.7786,32.6438
2840625,-116.6745,33.1521
2840625,-116.64651,32.97026
2840625,-118.1215,34.1529
2840625,-117.2186,33.5649
2840625,-116.80319,33.36666
2840625,-116.75089,32.71175
2840625,-116.6818,32.7901
2840625,-116.58778,33.29333
2840625,-117.2511,33.3764
2840625,-117.50146,33.40192
2840625,-117.9868,34.1898
2840625,-116.64474,33.01005
2840625,-116.54072,33.07261
2840625,-117.7241,34.147
2840625,-117.02389,32.87889
2840625,-117.41766,33.44992
2840625,-117.8114,33.609
2840625,-117.7741,34.0767
2840625,-117.1781,33.4627
2840625,-117.41361,34.19417
2840625,-117.2,33.40833
2840625,-116.8421,33.2202
2840625,-116.75111,32.60722
2840625,-118.1215,34.1529
2840625,-117.5015,33.40189
2840625,-117.225,33.5
2840625,-117.3956157,33.54998655
2840625,-117.03278,33.35028
2840625,-116.6336,33.2823
2840625,-117.9976354,34.14796541
2840625,-118.0402,34.1551
2840625,-118.05,34.17083
2840625,-116.88139,32.60667
2840625,-117.47538,33.46893
2840625,-117.7284,34.1354
2840625,-117.07013,33.05886
2840625,-117.06739,33.12177
2840625,-118.0402,34.1552
2840625,-117.7449,34.146
2840625,-116.80191,33.06144
2840625,-117.2098,33.5246
2840625,-116.88842,33.2991
2840625,-118,34.15
2840625,-116.7508,32.6071
2840625,-116.9681,33.0072
2840625,-116.91528,33.49278
2840625,-116.80417,33.04583
2840625,-116.6456,33.0975
2840625,-116.41667,33.58333
2840625,-117.35159,33.38007
2840625,-116.92861,33.57583
2840625,-117.9947,34.1654
2840625,-118.1215,34.1529
2840625,-117.2834,33.5051
2840625,-116.745,32.8817
2840625,-117.08333,33.33333
2840625,-116.55716,32.78058
2840625,-118.05333,34.14722
2840625,-118.135,34.12444
2840625,-117.45581,33.37469
2840625,-117.24167,33.49167
2840625,-118.14361,34.14778
2840625,-117.33917,33.50889
2840625,-116.4167,33.5833
2840625,-117.0835,33.4049
2840625,-116.45,33.08333
2840625,-116.79394,33.114
2840625,-116.37333,33.565
2840625,-117.3261,33.5125
2840625,-116.86295,32.99098
2840625,-116.81939,32.89069
2840625,-116.83831,32.81302
2840625,-117.2511,33.3764
2840625,-116.76111,33.10056
2840625,-116.7709,33.2632
2840625,-117.1858,33.5944
2840625,-117.9915,34.175
2840625,-116.65722,33.27833
2840625,-116.6841,33.1707
2840625,-117.39422,33.5028
2840625,-116.5461,33.0688
2840625,-116.6131,32.6048
2840625,-116.57206,33.08187
2840625,-116.79119,33.09021
2840625,-116.83333,33.03333
2840625,-116.81527,32.68936
2840625,-117.2996,33.5146
2840625,-116.536,33.0751
2840625,-117.78333,34.08333
2840625,-117.91667,34.3
2840625,-118.25472,34.2125
2840625,-116.92951,32.82819
2840625,-116.69803,32.84331
2840625,-116.9755,33.0995
2840625,-118.05783,34.14707
2840625,-116.95836,33.28809
2840625,-116.80784,32.89784
2840625,-118.22167,34.14944
2840625,-117.9935,34.1695
2840625,-118.002,34.1434
2840625,-116.68603,33.02731
2840625,-117.87278,34.14861
2840625,-116.55716,32.78058
2840625,-117.02919,33.35441
2840625,-118.0485,34.1738
2840625,-118.044,34.133
2840625,-116.75103,33.19901
2840625,-116.9202,33.3011
2840625,-117.7241,34.147
2840625,-116.67867,33.16248
2840625,-117.2214,33.4964
2840625,-118.28333,34.31667
2840625,-117.04833,33.17408
2840625,-117.3225,33.5149
2840625,-118.1487,34.1066
2840625,-116.625,32.525
2840625,-116.55917,32.60667
2840625,-117.325,33.50833
2840625,-116.625,32.525
2840625,-117.1167,33.474
2840625,-116.81978,33.03956
2840625,-116.81507,32.66014
2840625,-117.33561,33.36289
2840625,-116.80417,33.04583
2840625,-118.0541,34.1427
2840625,-116.6476,32.8668
2840625,-117.41361,34.19417
2840625,-116.49196,32.77144
2840625,-117.08333,33.38333
2840625,-117.06739,33.12177
2840625,-116.78833,32.95167
2840625,-117.729,34.1277
2840625,-118.14361,34.14778
2840625,-117.2511,33.3764
2840625,-116.83,33.12
2840625,-117.7461,34.1194
2840625,-116.68104,32.99101
2840625,-116.83224,33.17968
2840625,-117.2511,33.3764
2840625,-117.7753304,34.15666671
2840625,-117.00028,33.17278
2840625,-117.2834,33.5051
2840625,-117.7345,34.12538
2840625,-116.89583,33.13056
2840625,-116.55194,32.85083
2840625,-118.1215,34.1529
2840625,-116.80833,32.91667
2840625,-117.2962,33.5231
2840625,-118.1215,34.1529
2840625,-117.08333,33.44167
2840625,-116.9,32.88139
2840625,-117.68176,33.79994
2840625,-116.89353,32.63438
2840625,-116.60972,32.82306
2840625,-117.26667,33.51667
2840625,-116.65722,33.27833
2840625,-117.34889,33.48556
2840625,-116.616,32.8528
2840625,-117.2778,33.4544
2840625,-117.2511,33.3764
2840625,-117.0417027,33.04080385
2840625,-117.41361,34.19417
2840625,-117.3051,34.1048
2840625,-116.6631,33.1012
2840625,-116.4697,32.6095
2840625,-117.7241,34.147
2840625,-116.8436,33.025
2840625,-117.98866,34.17759
2840625,-116.78842,32.95161
2840625,-117.21667,33.59167
2840625,-118.02672,34.17444
2840625,-117.7169,34.114
2840625,-117.40077,33.45688
2840625,-117.15222,33.46972
2840625,-117.325,33.50833
2840625,-116.681,32.991
2840625,-116.9046,32.81846
2840625,-118.22166,34.14945
2840625,-118.15,34.21667
2840625,-117.00639,33.63139
2840625,-117.1189,33.0626
2840625,-116.99167,34.025
2840625,-116.66667,32.975
2840625,-116.6731,33.1092
2840625,-117.2166,32.8859
2840625,-117.0806,33.0644
2840625,-116.6841,33.1707
2840625,-116.70833,33.01667
2840625,-117.40472,33.55306
2840625,-116.6512,33.0326
2840625,-116.9924,33.1777
2840625,-117.17306,33.415
2840625,-117.74667,34.13694
2840625,-116.6818,32.7901
2840625,-116.79917,32.74667
2840625,-116.92806,32.92688
2840625,-118.14472,34.08436
2840625,-117.38761,33.44311
2840625,-117.43333,33.38333
2840625,-117.8784,34.1535
2840625,-117.325,33.50833
2840625,-117.2186,33.5649
2840625,-116.67308,33.10921
2840625,-117.38759,33.44312
2840625,-116.71611,32.7725
2840625,-117.33087,33.31114
2840625,-117.08333,33.44167
2840625,-118.019,34.1999
2840625,-116.94167,33.21667
2840625,-118.002,34.1441
2840625,-116.766,32.8351
2840625,-117.51964,33.46348
2840625,-116.8332,33.14553
2840625,-117.8287,34.1024
2840625,-118.0359,34.1399
2840625,-116.80415,32.92546
2840625,-116.41667,33.575
2840625,-116.7508,32.6071
2840625,-117.72028,34.12167
2840625,-116.6081,32.8643
2840625,-116.5371,33.0747
2840625,-116.8125,33.0625
2840625,-116.86686,32.97067
2840625,-118.002,34.1487
2840625,-117.21667,33.6
2840625,-116.6532,32.9096
2840625,-117.1167,33.474
2840625,-116.6596,32.8374
2840625,-116.89742,32.89886
2840625,-117.2783,33.4667
2840625,-118.0767,34.1998
2840625,-118.0618,34.1602
2840625,-117.27833,33.46667
2840625,-116.99167,33.53333
2840625,-117.7323,33.5054
2840625,-117.00167,33.17278
2840625,-117.7276,34.1284
2840625,-118.0541,34.1427
2840625,-118.09941,34.01023
2840625,-116.51106,32.80936
2840625,-118.0402,34.155
2840625,-117.0888,33.4257
2840625,-116.54613,33.06883
2840625,-117.4392,33.33343
2840625,-116.6081,33.16802
2840625,-117.32111,33.52722
2840625,-116.83319,33.1455
2840625,-116.90972,33.30222
2840625,-116.74833,32.67611
2840625,-117.3942,33.5028
2840625,-116.67288,33.15312
2840625,-116.6131,32.6048
2840625,-117.18389,33.45639
2840625,-116.5807,33.1703
2840625,-116.58806,32.71722
2840625,-117.3392,33.5089
2840625,-116.79386,32.9256
2840625,-118.0402,34.155
2840625,-116.79917,32.74667
2840625,-116.992,33.1749
2840625,-117.01722,33.45056
2840625,-116.66222,32.75472
2840625,-117.7408,34.1194
2840625,-116.98876,33.17563
2840625,-117.41361,34.19417
2840625,-116.41667,33.58333
2840625,-116.55917,32.60667
2840625,-116.84944,32.9975
2840625,-117.35322,33.35975
2840625,-116.63333,32.93333
2840625,-116.77917,32.83194
2840625,-118.0485,34.1738
2840625,-117.70583,33.92639
2840625,-116.99167,34.025
2840625,-117.9915,34.175
2840625,-116.8277,32.6339
2840625,-116.92222,33.85611
2840625,-117.2,32.93333
2840625,-116.80417,32.56222
2840625,-117.0767,33.3653
2840625,-116.8646,32.8179
2840625,-117.08331,33.40168
2840625,-117.0767,33.3653
2840625,-117.21667,33.6
2840625,-117.17778,33.46167
2840625,-116.60969,32.8231
2840625,-116.9199994,32.9825064
2840625,-117.46661,33.47361
2840625,-117.2511,33.3764
2840625,-117.1009,33.2252
2840625,-116.74528,32.88167
2840625,-118.04472,34.1375
2840625,-116.87134,32.73692
2840625,-118.05783,34.14707
2840625,-116.93833,33.23167
2840625,-116.8021,32.66678
2840625,-117.14758,33.41615
2840625,-118.02167,34.17083
2840625,-118.22139,34.14917
2840625,-116.6131,32.6048
2840625,-116.898,33.071
2840625,-117.32448,33.43697
2840625,-118.0571,34.1693
2840625,-116.80194,33.06139
2840625,-116.9634,33.2504
2840625,-117.269,33.39869
2840625,-116.90513,32.88245
2840625,-117.08333,33.33333
2840625,-117.68333,33.8
2840625,-117.41361,34.19417
2840625,-116.89409,32.82361
2840625,-117.29167,33.51667
2840625,-116.99811,32.9823
2840625,-117.767,34.0762
2840625,-117.2176111,33.4999892
2840625,-116.8436,33.025
2840625,-117.03329,33.39498
2840625,-116.94584,32.95242
2840625,-116.71583,32.84222
2840625,-117.46194,33.78139
2840625,-117.26899,33.39867
2840625,-117.23111,32.78528
2840625,-116.63417,32.86083
2840625,-116.9286,33.5758
2840625,-116.93719,33.2176
2840625,-117.08331,33.40168
2840625,-117.44639,33.70634
2840625,-116.94167,33.15833
2840625,-116.63113,33.2842
2840625,-116.56439,32.67519
2840625,-117.325,33.50833
