assessment_id,Longitude,Latitude
2798949,-82.84,34.12
2798949,-82.97611,33.865
2798949,-87.5329,32.20354
2798949,-89.54,32.41
2798949,-83.08,33.88
2798949,-82.864,33.9727
2798949,-82.040693,34.023644
2798949,-89.24245,32.20205
2798949,-82.293538,33.912503
2798949,-81.959941,33.769946
2798949,-82.293538,33.912503
2798949,-83.17,33.58
2798949,-92.12,32.09
2798949,-89.95,32.26
2798949,-82.293538,33.912503
2798949,-83.08,33.88
2798949,-82.293538,33.912503
2798949,-82.84,34.12
2798949,-83.683,33.2544
2798949,-82.13,34.15
2798949,-83.08,33.88
2798949,-82.74,33.78
2798949,-89.12,32.02
2798949,-89.12,32.02
2798949,-89.12,32.02
2798949,-82.13,34.15
2798949,-87.53307,32.20372
2798949,-82.13,34.15
2798949,-82.9936,33.8534
2798949,-81.959941,33.769946
2798949,-89.15242,32.11538
2798949,-82.11128,33.50064
2798949,-89.51,32.02
2798949,-82.293538,33.912503
2798949,-83.08,33.88
2798949,-89.54,32.41
2798949,-83.37,33.32
2798949,-82.1518,33.9124517
2798949,-83.08,33.88
2798949,-89.54,32.41
2798949,-83.08,33.88
2798949,-82.13,34.15
2798949,-83.676518,33.2649
2798949,-81.18,34.97
2798949,-89.12,32.02
2798949,-83.21,34.13
2798949,-82.13,34.15
2798949,-87.53304,32.20504
2798949,-83.11194,33.86972
2798949,-89.54,32.41
2798949,-87.53317,32.20761
2798949,-87.5285,32.1974
2798949,-89.54,32.41
2798949,-83.41015,33.1514
2798949,-82.13,34.15
2798949,-89.25548,32.20302
2798949,-87.5334,32.21091
2798949,-89.54,32.41
2798949,-82.74,33.78
2798949,-89.456,32.344
2798949,-82.293538,33.912503
2798949,-82.293538,33.912503
2798949,-83.08,33.88
2798949,-82.13,34.15
2798949,-89.2425,32.20243
2798949,-82.84,34.12
2798949,-82.13,34.15
2798949,-82.293538,33.912503
2798949,-82.13,34.15
2798949,-92.0207,32.0158
2798949,-89.24357,32.20298
2798949,-82.293538,33.912503
2798949,-83.008366,33.8018
2798949,-89.12,32.02
2798949,-83.08,33.88
2798949,-81.959941,33.769946
2798949,-82.13,34.15
2798949,-82.293538,33.912503
2798949,-92.12,32.09
2798949,-81.713406,34.005846
2798949,-87.52282,32.17713
2798949,-92.12,32.09
2798949,-83.17,33.58
2798949,-87.53304,32.20512
2798949,-82.472614,33.786859
2798949,-91.85,31.67
2798949,-82.06108,33.58356
2798949,-82.293538,33.912503
2798949,-82.13,34.15
2798949,-89.25557,32.20313
2798949,-82.13,34.15
2798949,-89.54,32.41
2798949,-89.12,32.02
2798949,-82.13,34.15
2798949,-83.358567,33.955381
2798949,-82.293538,33.912503
2798949,-82.84,34.12
2798949,-82.13,34.15
2798949,-81.713406,34.005846
2798949,-83.41077,33.15145
2798949,-83.08,33.88
2798949,-89.27406,32.2034
2798949,-89.24319,32.20296
2798949,-83.08,33.88
2798949,-82.485222,33.473424
2798949,-80.9,34.02
2798949,-83.073031,34.025198
2798949,-89.51,32.02
2798949,-82.781346,34.016028
2798949,-82.789954,34.021124
2798949,-82.84,34.12
2798949,-89.25534,32.20498
2798949,-81.959941,33.769946
2798949,-91.98,31.9349
2798949,-82.293538,33.912503
2798949,-87.51493,32.17725
2798949,-82.11126,33.5007
2798949,-82.976197,33.86464
2798949,-82.13,34.15
